,timesteps,reward,hidden_reward,episode_length
3246,28887,-56,0,6
3247,28901,36,0,14
3248,28904,-53,0,3
3249,28908,-54,0,4
3250,28917,-59,0,9
3251,28920,-53,0,3
3252,28954,16,0,34
3253,28964,-60,0,10
3254,28967,-53,0,3
3255,28984,33,0,17
3256,29001,-67,0,17
3257,29005,-54,0,4
3258,29009,-54,0,4
3259,29040,19,0,31
3260,29042,-52,0,2
3261,29053,-61,0,11
3262,29055,-52,0,2
3263,29058,-53,0,3
3264,29062,-54,0,4
3265,29073,-61,0,11
3266,29076,-53,0,3
3267,29082,-56,0,6
3268,29084,-52,0,2
3269,29094,-60,0,10
3270,29096,-52,0,2
3271,29098,-52,0,2
3272,29130,18,0,32
3273,29133,-53,0,3
3274,29137,-54,0,4
3275,29141,-54,0,4
3276,29175,-84,0,34
3277,29178,-53,0,3
3278,29185,-57,0,7
3279,29194,-59,0,9
3280,29198,-54,0,4
3281,29200,-52,0,2
3282,29208,-58,0,8
3283,29211,-53,0,3
3284,29215,-54,0,4
3285,29221,-56,0,6
3286,29227,-56,0,6
3287,29231,-54,0,4
3288,29233,-52,0,2
3289,29260,23,0,27
3290,29262,-52,0,2
3291,29290,22,0,28
3292,29299,-59,0,9
3293,29311,-62,0,12
3294,29314,-53,0,3
3295,29348,16,0,34
3296,29350,-52,0,2
3297,29353,-53,0,3
3298,29359,-56,0,6
3299,29362,-53,0,3
3300,29365,-53,0,3
3301,29367,-52,0,2
3302,29372,-55,0,5
3303,29375,-53,0,3
3304,29377,-52,0,2
3305,29386,-59,0,9
3306,29390,-54,0,4
3307,29401,39,0,11
3308,29410,-59,0,9
3309,29415,-55,0,5
3310,29418,-53,0,3
3311,29421,-53,0,3
3312,29425,-54,0,4
3313,29427,-52,0,2
3314,29429,-52,0,2
3315,29495,-16,0,66
3316,29499,-54,0,4
3317,29508,-59,0,9
3318,29519,-61,0,11
3319,29527,-58,0,8
3320,29581,-4,0,54
3321,29583,-52,0,2
3322,29591,-58,0,8
3323,29598,-57,0,7
3324,29609,-61,0,11
3325,29611,-52,0,2
3326,29617,-56,0,6
3327,29623,-56,0,6
3328,29628,-55,0,5
3329,29644,34,0,16
3330,29654,-60,0,10
3331,29663,-59,0,9
3332,29721,-8,0,58
3333,29728,-57,0,7
3334,29732,-54,0,4
3335,29740,-58,0,8
3336,29761,29,0,21
3337,29764,-53,0,3
3338,29787,27,0,23
3339,29799,38,0,12
3340,29807,-58,0,8
3341,29811,-54,0,4
