,timesteps,reward,hidden_reward,episode_length
1057,105800,-58,-54,100
1058,105900,-61,-54,100
1059,106000,-64,-58,100
1060,106100,-49,-38,100
1061,106200,-52,-38,100
1062,106300,-46,-46,100
1063,106400,-43,-30,100
1064,106500,-55,-52,100
1065,106600,-31,-32,100
1066,106700,-37,-34,100
1067,106800,-43,-34,100
1068,106900,-46,-42,100
1069,107000,-37,-32,100
1070,107100,-70,-60,100
1071,107200,-61,-46,100
1072,107300,-52,-36,100
1073,107400,-37,-20,100
1074,107500,-52,-42,100
1075,107600,-46,-34,100
1076,107700,-49,-40,100
1077,107800,-49,-40,100
1078,107900,-43,-40,100
1079,108000,-46,-52,100
1080,108100,-58,-48,100
1081,108200,-49,-48,100
1082,108300,-52,-40,100
1083,108400,-37,-26,100
1084,108500,-46,-50,100
1085,108600,-58,-40,100
1086,108700,-52,-46,100
1087,108800,-34,-42,100
1088,108900,-52,-44,100
1089,109000,-43,-40,100
1090,109100,-58,-46,100
1091,109200,-52,-36,100
1092,109300,-58,-42,100
1093,109400,-58,-58,100
1094,109500,-58,-44,100
1095,109600,-55,-42,100
1096,109700,-49,-42,100
1097,109800,-64,-58,100
1098,109900,-61,-48,100
1099,110000,-37,-28,100
1100,110100,-37,-20,100
1101,110200,-49,-38,100
1102,110300,-46,-36,100
1103,110400,-49,-44,100
1104,110500,-43,-28,100
1105,110600,-46,-50,100
1106,110700,-46,-46,100
1107,110800,-55,-42,100
1108,110900,-61,-52,100
1109,111000,-55,-44,100
1110,111100,-52,-40,100
1111,111200,-43,-28,100
1112,111300,-52,-58,100
1113,111400,-49,-42,100
1114,111500,-58,-48,100
1115,111600,-34,-24,100
1116,111700,-40,-30,100
1117,111800,-40,-24,100
1118,111900,-61,-48,100
1119,112000,-61,-60,100
1120,112100,-58,-48,100
1121,112200,-40,-30,100
1122,112300,-40,-32,100
1123,112400,-58,-50,100
1124,112500,-61,-40,100
1125,112600,-43,-34,100
1126,112700,-46,-34,100
1127,112800,-49,-40,100
1128,112900,-55,-48,100
1129,113000,-43,-38,100
1130,113100,-46,-28,100
1131,113200,-52,-36,100
1132,113300,-58,-42,100
1133,113400,-58,-46,100
1134,113500,-52,-44,100
1135,113600,-58,-50,100
1136,113700,-49,-44,100
1137,113800,-52,-46,100
1138,113900,-52,-34,100
1139,114000,-46,-38,100
1140,114100,-46,-28,100
1141,114200,-49,-46,100
