,timesteps,reward,hidden_reward,episode_length
245,24600,-61,-48,100
246,24700,-67,-62,100
247,24800,-64,-44,100
248,24900,-70,-50,100
249,25000,-55,-50,100
250,25100,-67,-46,100
251,25200,-46,-40,100
252,25300,-70,-54,100
253,25400,-64,-62,100
254,25500,-73,-62,100
255,25600,-52,-48,100
256,25700,-73,-58,100
257,25800,-52,-40,100
258,25900,-46,-38,100
259,26000,-67,-54,100
260,26100,-67,-60,100
261,26200,-49,-46,100
262,26300,-52,-44,100
263,26400,-46,-44,100
264,26500,-58,-52,100
265,26600,-67,-50,100
266,26700,-70,-58,100
267,26800,-64,-54,100
268,26900,-52,-50,100
269,27000,-61,-42,100
270,27100,-40,-32,100
271,27200,-55,-46,100
272,27300,-55,-48,100
273,27400,-55,-42,100
274,27500,-64,-54,100
275,27600,-64,-46,100
276,27700,-58,-52,100
277,27800,-67,-48,100
278,27900,-73,-56,100
279,28000,-52,-34,100
280,28100,-55,-42,100
281,28200,-43,-36,100
282,28300,-61,-44,100
283,28400,-55,-46,100
284,28500,-67,-48,100
285,28600,-58,-52,100
286,28700,-61,-46,100
287,28800,-55,-40,100
288,28900,-49,-36,100
289,29000,-76,-62,100
290,29100,-61,-60,100
291,29200,-55,-44,100
292,29300,-46,-30,100
293,29400,-64,-44,100
294,29500,-61,-56,100
295,29600,-49,-44,100
296,29700,-61,-44,100
297,29800,-73,-62,100
298,29900,-55,-56,100
299,30000,-64,-44,100
300,30100,-67,-44,100
301,30200,-61,-52,100
302,30300,-49,-52,100
303,30400,-58,-52,100
304,30500,-64,-56,100
305,30600,-43,-26,100
306,30700,-52,-42,100
307,30800,-46,-40,100
308,30900,-64,-52,100
309,31000,-55,-46,100
310,31100,-64,-44,100
311,31200,-73,-64,100
312,31300,-43,-34,100
313,31400,-70,-56,100
314,31500,-49,-40,100
315,31600,-49,-44,100
316,31700,-49,-42,100
317,31800,-46,-40,100
318,31900,-58,-38,100
319,32000,-58,-50,100
320,32100,-61,-54,100
321,32200,-52,-30,100
322,32300,-58,-42,100
323,32400,-46,-34,100
324,32500,-55,-38,100
325,32600,-58,-40,100
326,32700,-52,-42,100
327,32800,-64,-52,100
328,32900,-61,-54,100
329,33000,-64,-54,100
330,33100,-73,-60,100
331,33200,-55,-52,100
332,33300,-58,-54,100
333,33400,-64,-50,100
334,33500,-61,-48,100
335,33600,-70,-64,100
336,33700,-55,-48,100
337,33800,-61,-52,100
338,33900,-58,-50,100
339,34000,-67,-48,100
340,34100,-43,-36,100
341,34200,-40,-32,100
342,34300,-73,-64,100
343,34400,-67,-56,100
344,34500,-46,-40,100
345,34600,-52,-40,100
346,34700,-70,-64,100
347,34800,-64,-52,100
348,34900,-67,-46,100
349,35000,-67,-46,100
350,35100,-58,-46,100
351,35200,-67,-56,100
352,35300,-61,-52,100
353,35400,-64,-52,100
354,35500,-67,-48,100
355,35600,-73,-52,100
356,35700,-46,-36,100
357,35800,-67,-48,100
358,35900,-46,-36,100
359,36000,-55,-56,100
360,36100,-52,-50,100
361,36200,-49,-50,100
362,36300,-55,-48,100
363,36400,-43,-38,100
364,36500,-64,-60,100
365,36600,-46,-46,100
366,36700,-64,-46,100
367,36800,-46,-34,100
368,36900,-67,-52,100
369,37000,-43,-36,100
370,37100,-58,-44,100
371,37200,-46,-42,100
372,37300,-61,-42,100
373,37400,-49,-38,100
374,37500,-52,-42,100
375,37600,-55,-46,100
376,37700,-82,-64,100
377,37800,-58,-36,100
378,37900,-55,-34,100
379,38000,-46,-26,100
380,38100,-55,-36,100
381,38200,-58,-54,100
382,38300,-67,-56,100
383,38400,-55,-36,100
384,38500,-40,-42,100
385,38600,-64,-44,100
386,38700,-49,-44,100
387,38800,-58,-60,100
388,38900,-55,-50,100
389,39000,-61,-58,100
390,39100,-73,-56,100
391,39200,-64,-60,100
392,39300,-52,-42,100
393,39400,-52,-44,100
394,39500,-49,-40,100
395,39600,-61,-52,100
396,39700,-61,-46,100
397,39800,-61,-54,100
398,39900,-52,-38,100
399,40000,-43,-34,100
400,40100,-55,-48,100
401,40200,-49,-50,100
402,40300,-55,-40,100
403,40400,-58,-46,100
404,40500,-73,-56,100
405,40600,-67,-50,100
406,40700,-61,-50,100
407,40800,-82,-60,100
408,40900,-61,-44,100
409,41000,-52,-44,100
410,41100,-49,-48,100
411,41200,-58,-48,100
412,41300,-49,-36,100
413,41400,-64,-52,100
414,41500,-55,-42,100
415,41600,-64,-44,100
416,41700,-37,-24,100
417,41800,-58,-42,100
418,41900,-52,-42,100
419,42000,-64,-62,100
420,42100,-67,-64,100
421,42200,-64,-46,100
422,42300,-55,-40,100
423,42400,-43,-36,100
424,42500,-55,-46,100
425,42600,-64,-44,100
426,42700,-61,-48,100
427,42800,-58,-56,100
428,42900,-64,-44,100
429,43000,-52,-38,100
430,43100,-64,-46,100
431,43200,-76,-68,100
432,43300,-67,-58,100
433,43400,-52,-30,100
434,43500,-34,-22,100
435,43600,-61,-50,100
436,43700,-52,-48,100
437,43800,-64,-58,100
438,43900,-70,-52,100
439,44000,-67,-60,100
440,44100,-64,-60,100
441,44200,-55,-46,100
442,44300,-73,-52,100
443,44400,-61,-56,100
444,44500,-58,-44,100
445,44600,-52,-44,100
446,44700,-70,-50,100
447,44800,-70,-50,100
448,44900,-55,-46,100
449,45000,-55,-48,100
450,45100,-58,-46,100
451,45200,-52,-48,100
452,45300,-67,-62,100
453,45400,-64,-62,100
454,45500,-43,-34,100
455,45600,-64,-54,100
456,45700,-49,-42,100
457,45800,-49,-44,100
458,45900,-61,-46,100
459,46000,-58,-44,100
460,46100,-52,-44,100
461,46200,-34,-36,100
462,46300,-67,-58,100
463,46400,-61,-56,100
464,46500,-58,-50,100
465,46600,-52,-42,100
466,46700,-52,-32,100
467,46800,-52,-38,100
468,46900,-61,-50,100
469,47000,-58,-42,100
470,47100,-40,-30,100
471,47200,-46,-36,100
472,47300,-67,-52,100
473,47400,-55,-50,100
474,47500,-61,-42,100
475,47600,-52,-46,100
476,47700,-52,-46,100
477,47800,-55,-50,100
478,47900,-70,-62,100
479,48000,-61,-40,100
480,48100,-67,-66,100
