,timesteps,reward,hidden_reward,episode_length
685,7124,36,26,14
686,7132,42,32,8
687,7142,40,30,10
688,7150,42,32,8
689,7158,42,32,8
690,7175,33,23,17
691,7181,44,34,6
692,7189,42,32,8
693,7199,40,30,10
694,7207,42,32,8
695,7212,45,35,5
696,7221,41,31,9
697,7227,44,34,6
698,7237,40,30,10
699,7243,44,34,6
700,7250,43,33,7
701,7260,40,30,10
702,7269,41,31,9
703,7282,37,27,13
704,7293,39,29,11
705,7304,39,29,11
706,7310,44,34,6
707,7317,43,33,7
708,7326,41,31,9
709,7331,45,35,5
710,7336,45,35,5
711,7346,40,30,10
712,7355,41,31,9
713,7365,40,30,10
714,7372,43,33,7
715,7384,38,28,12
716,7391,43,33,7
717,7397,44,34,6
718,7408,39,29,11
719,7414,44,34,6
720,7421,43,33,7
721,7426,45,35,5
722,7435,41,31,9
723,7443,42,32,8
724,7457,36,26,14
725,7466,41,31,9
726,7471,45,35,5
727,7479,42,32,8
728,7485,44,34,6
729,7493,42,32,8
730,7501,42,32,8
731,7508,43,33,7
732,7518,40,30,10
733,7525,43,33,7
734,7531,44,34,6
735,7546,35,25,15
736,7556,40,30,10
737,7563,43,33,7
738,7571,42,32,8
739,7588,33,23,17
740,7596,42,32,8
741,7607,39,29,11
742,7614,43,33,7
743,7624,40,30,10
744,7629,45,35,5
745,7637,42,32,8
746,7650,37,27,13
747,7663,37,27,13
748,7671,42,32,8
749,7679,42,32,8
750,7685,44,34,6
751,7693,42,32,8
752,7704,39,29,11
753,7709,45,35,5
754,7715,44,34,6
755,7722,43,33,7
756,7728,44,34,6
757,7736,42,32,8
758,7744,42,32,8
759,7752,42,32,8
760,7758,44,34,6
761,7764,44,34,6
762,7772,42,32,8
763,7784,38,28,12
764,7791,43,33,7
765,7796,45,35,5
766,7802,44,34,6
767,7809,43,33,7
768,7814,45,35,5
769,7821,43,33,7
770,7826,45,35,5
771,7835,41,31,9
772,7841,44,34,6
773,7848,43,33,7
774,7860,38,28,12
775,7865,45,35,5
776,7871,44,34,6
777,7877,44,34,6
778,7889,38,28,12
779,7897,42,32,8
780,7906,41,31,9
781,7912,44,34,6
782,7924,38,28,12
783,7935,39,29,11
784,7945,40,30,10
785,7954,41,31,9
786,7964,40,30,10
787,7971,43,33,7
788,7980,41,31,9
789,7989,41,31,9
790,7995,44,34,6
791,8002,43,33,7
792,8016,36,36,14
793,8028,38,28,12
794,8034,44,34,6
795,8040,44,34,6
796,8047,43,33,7
797,8057,40,30,10
798,8063,44,34,6
